timeStamp,elapsed,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
946681201622,1026,200,,Thread-Gruppe 1-20,text,true,,9118,150,30,30,null,1026,0,0
946681200773,2022,200,,Thread-Gruppe 1-4,text,true,,112658,176,30,30,null,1492,0,0
946681201114,1763,200,,Thread-Gruppe 1-17,text,true,,9921,429,30,30,null,609,0,0
946681201114,609,302,,Thread-Gruppe 1-17,,true,,803,279,30,30,null,609,0,0
946681201723,1154,200,,Thread-Gruppe 1-17,text,true,,9118,150,30,30,null,1154,0,0
946681201149,1728,200,,Thread-Gruppe 1-18,text,true,,9922,429,30,30,null,473,0,0
946681201149,473,302,,Thread-Gruppe 1-18,,true,,804,279,30,30,null,473,0,0
946681201622,1255,200,,Thread-Gruppe 1-18,text,true,,9118,150,30,30,null,961,0,0
946681200833,2044,200,,Thread-Gruppe 1-6,text,true,,123956,176,30,30,null,1439,0,0
946681201249,1849,200,,Thread-Gruppe 1-21,text,true,,9922,429,30,30,null,480,0,0
946681201249,480,302,,Thread-Gruppe 1-21,,true,,804,279,30,30,null,480,0,0
946681201729,1369,200,,Thread-Gruppe 1-21,text,true,,9118,150,30,30,null,1369,0,0
946681201345,1936,200,,Thread-Gruppe 1-24,text,true,,9922,429,30,30,null,574,0,0
946681201345,574,302,,Thread-Gruppe 1-24,,true,,804,279,30,30,null,574,0,0
946681201919,1362,200,,Thread-Gruppe 1-24,text,true,,9118,150,30,30,null,1362,0,0
946681200911,2370,200,,Thread-Gruppe 1-15,text,true,,9921,429,30,30,null,345,0,0
946681200911,345,302,,Thread-Gruppe 1-15,,true,,803,279,30,30,null,345,0,0
946681201256,2025,200,,Thread-Gruppe 1-15,text,true,,9118,150,30,30,null,2025,0,0
946681201726,1555,200,,Thread-Gruppe 1-29,text,true,,9920,429,30,30,null,190,0,0
946681201726,190,302,,Thread-Gruppe 1-29,,true,,802,279,30,30,null,190,0,0
946681201916,1365,200,,Thread-Gruppe 1-29,text,true,,9118,150,30,30,null,1365,0,0
946681201081,2200,200,,Thread-Gruppe 1-16,text,true,,9922,429,30,30,null,494,0,0
946681201081,494,302,,Thread-Gruppe 1-16,,true,,804,279,30,30,null,494,0,0
946681201575,1706,200,,Thread-Gruppe 1-16,text,true,,9118,150,30,30,null,1524,0,0
946681201447,1964,200,,Thread-Gruppe 1-27,text,true,,9921,429,30,30,null,472,0,0
946681201447,472,302,,Thread-Gruppe 1-27,,true,,803,279,30,30,null,472,0,0
946681201919,1492,200,,Thread-Gruppe 1-27,text,true,,9118,150,30,30,null,1362,0,0
946681201726,1688,200,,Thread-Gruppe 1-30,text,true,,9920,429,30,30,null,190,0,0
946681201726,190,302,,Thread-Gruppe 1-30,,true,,802,279,30,30,null,190,0,0
946681201916,1498,200,,Thread-Gruppe 1-30,text,true,,9118,150,30,30,null,1495,0,0
946681201413,2001,200,,Thread-Gruppe 1-26,text,true,,9921,429,30,30,null,506,0,0
946681201413,506,302,,Thread-Gruppe 1-26,,true,,803,279,30,30,null,506,0,0
946681201919,1495,200,,Thread-Gruppe 1-26,text,true,,9118,150,30,30,null,1495,0,0
946681201122,2941,200,,Thread-Gruppe 1-19,text,true,,9921,429,30,30,null,607,0,0
946681201122,607,302,,Thread-Gruppe 1-19,,true,,803,279,30,30,null,607,0,0
946681201729,2334,200,,Thread-Gruppe 1-19,text,true,,9118,150,30,30,null,2334,0,0
946681201065,3020,200,,Thread-Gruppe 1-7,text,true,,123956,176,30,30,null,1443,0,0
946681200799,3354,200,,Thread-Gruppe 1-5,text,true,,151559,176,30,30,null,1468,0,0
946681201034,3120,200,,Thread-Gruppe 1-3,text,true,,112658,176,30,30,null,1534,0,0
946681201131,3181,200,,Thread-Gruppe 1-9,text,true,,105228,176,30,30,null,1454,0,0
946681201046,4533,200,,Thread-Gruppe 1-1,text,true,,107430,164,30,30,null,3266,0,0
946681201099,4857,200,,Thread-Gruppe 1-8,text,true,,97994,176,30,30,null,2315,0,0
946681202796,3202,200,,Thread-Gruppe 1-4,text,true,,112854,164,30,30,null,2396,0,0
946681201317,4681,200,,Thread-Gruppe 1-11,text,true,,97994,176,30,30,null,2097,0,0
946681202149,3910,200,,Thread-Gruppe 1-25,text,true,,123956,176,30,30,null,1934,0,0
946681202878,3189,200,,Thread-Gruppe 1-6,text,true,,126427,164,30,30,null,2535,0,0
946681202648,3421,200,,Thread-Gruppe 1-20,text,true,,97994,176,30,30,null,1638,0,0
946681201435,4641,200,,Thread-Gruppe 1-12,text,true,,151559,176,30,30,null,2846,0,0
946681205578,498,200,,Thread-Gruppe 1-1,text,true,,9792,263,30,30,null,498,0,0
946681202509,3567,200,,Thread-Gruppe 1-28,text,true,,97994,176,30,30,null,1827,0,0
946681202267,3811,200,,Thread-Gruppe 1-14,text,true,,112658,176,30,30,null,2069,0,0
946681204154,2037,200,,Thread-Gruppe 1-5,text,true,,154381,164,30,30,null,1684,0,0
946681204086,2105,200,,Thread-Gruppe 1-7,text,true,,124972,164,30,30,null,1656,0,0
946681204313,1890,200,,Thread-Gruppe 1-9,text,true,,108416,164,30,30,null,1536,0,0
946681204155,2076,200,,Thread-Gruppe 1-3,text,true,,108766,164,30,30,null,1700,0,0
946681202272,3974,200,,Thread-Gruppe 1-22,text,true,,97994,176,30,30,null,1895,0,0
946681201245,5034,200,,Thread-Gruppe 1-10,text,true,,97994,176,30,30,null,2922,0,0
946681205997,287,200,,Thread-Gruppe 1-4,text,true,,9792,263,30,30,null,287,0,0
946681202583,3702,200,,Thread-Gruppe 1-23,text,true,,151559,176,30,30,null,2062,0,0
946681205956,446,200,,Thread-Gruppe 1-8,text,true,,106332,163,30,30,null,289,0,0
946681201124,5585,200,,Thread-Gruppe 1-2,text,true,,126980,164,30,30,null,3523,0,0
946681202149,4636,200,,Thread-Gruppe 1-13,text,true,,112658,176,30,30,null,2018,0,0
946681203414,3488,200,,Thread-Gruppe 1-30,text,true,,105228,176,30,30,null,1881,0,0
946681203099,3803,200,,Thread-Gruppe 1-21,text,true,,105228,176,30,30,null,2083,0,0
946681203281,3621,200,,Thread-Gruppe 1-16,text,true,,97994,176,30,30,null,1901,0,0
946681203411,3503,200,,Thread-Gruppe 1-27,text,true,,97994,176,30,30,null,1876,0,0
946681203281,3633,200,,Thread-Gruppe 1-15,text,true,,105228,176,30,30,null,1911,0,0
946681206202,785,200,,Thread-Gruppe 1-9,text,true,,9792,263,30,30,null,699,0,0
946681206066,921,200,,Thread-Gruppe 1-6,text,true,,9792,263,30,30,null,921,0,0
946681203281,3707,200,,Thread-Gruppe 1-24,text,true,,105228,176,30,30,null,1911,0,0
946681206190,800,200,,Thread-Gruppe 1-7,text,true,,9792,263,30,30,null,797,0,0
946681206551,441,200,,Thread-Gruppe 1-8,text,true,,9792,262,30,30,null,441,0,0
946681206168,824,200,,Thread-Gruppe 1-1,text,true,,10461,448,30,30,null,116,0,0
946681206168,116,302,,Thread-Gruppe 1-1,,true,,669,294,30,30,null,116,0,0
946681206284,708,200,,Thread-Gruppe 1-1,text,true,,9792,154,30,30,null,708,0,0
946681206230,794,200,,Thread-Gruppe 1-3,text,true,,9792,263,30,30,null,794,0,0
946681202877,4157,200,,Thread-Gruppe 1-18,text,true,,112658,176,30,30,null,2785,0,0
946681204063,2980,200,,Thread-Gruppe 1-19,text,true,,151559,176,30,30,null,2013,0,0
946681203281,3791,200,,Thread-Gruppe 1-29,text,true,,123956,176,30,30,null,1902,0,0
946681203414,3745,200,,Thread-Gruppe 1-26,text,true,,112658,176,30,30,null,1881,0,0
946681202877,4282,200,,Thread-Gruppe 1-17,text,true,,151559,176,30,30,null,2272,0,0
946681206592,750,200,,Thread-Gruppe 1-4,text,true,,10461,448,30,30,null,168,0,0
946681206592,168,302,,Thread-Gruppe 1-4,,true,,669,294,30,30,null,168,0,0
946681206760,582,200,,Thread-Gruppe 1-4,text,true,,9792,154,30,30,null,582,0,0
946681206708,916,200,,Thread-Gruppe 1-2,text,true,,9792,263,30,30,null,916,0,0
946681206190,1547,200,,Thread-Gruppe 1-5,text,true,,9792,263,30,30,null,1547,0,0
946681207342,395,200,,Thread-Gruppe 1-4,text,true,,10250,402,30,30,null,243,0,0
946681207342,243,302,,Thread-Gruppe 1-4,,true,,1132,252,30,30,null,243,0,0
946681207585,152,200,,Thread-Gruppe 1-4,text,true,,9118,150,30,30,null,152,0,0
946681206992,745,200,,Thread-Gruppe 1-1,text,true,,10250,402,30,30,null,350,0,0
946681206992,350,302,,Thread-Gruppe 1-1,,true,,1132,252,30,30,null,350,0,0
946681207342,395,200,,Thread-Gruppe 1-1,text,true,,9118,150,30,30,null,395,0,0
946681206990,870,200,,Thread-Gruppe 1-7,text,true,,10461,448,30,30,null,352,0,0
946681206990,352,302,,Thread-Gruppe 1-7,,true,,669,294,30,30,null,352,0,0
946681207342,518,200,,Thread-Gruppe 1-7,text,true,,9792,154,30,30,null,518,0,0
946681206987,877,200,,Thread-Gruppe 1-9,text,true,,10461,448,30,30,null,37,0,0
946681206987,37,302,,Thread-Gruppe 1-9,,true,,669,294,30,30,null,37,0,0
946681207024,840,200,,Thread-Gruppe 1-9,text,true,,9792,154,30,30,null,837,0,0
946681205998,1869,200,,Thread-Gruppe 1-11,text,true,,109760,163,30,30,null,1728,0,0
946681207025,842,200,,Thread-Gruppe 1-3,text,true,,10461,448,30,30,null,398,0,0
946681207025,398,302,,Thread-Gruppe 1-3,,true,,669,294,30,30,null,398,0,0
946681207423,444,200,,Thread-Gruppe 1-3,text,true,,9792,154,30,30,null,442,0,0
946681206058,1832,200,,Thread-Gruppe 1-25,text,true,,127063,164,30,30,null,1794,0,0
946681207151,815,200,,Thread-Gruppe 1-8,text,true,,10461,447,30,30,null,191,0,0
946681207151,191,302,,Thread-Gruppe 1-8,,true,,669,293,30,30,null,191,0,0
946681207342,624,200,,Thread-Gruppe 1-8,text,true,,9792,154,30,30,null,624,0,0
946681206076,2011,200,,Thread-Gruppe 1-12,text,true,,155172,164,30,30,null,1979,0,0
946681207624,487,200,,Thread-Gruppe 1-2,text,true,,10461,448,30,30,null,102,0,0
946681207624,102,302,,Thread-Gruppe 1-2,,true,,669,294,30,30,null,102,0,0
946681207726,385,200,,Thread-Gruppe 1-2,text,true,,9792,154,30,30,null,384,0,0
946681206987,1329,200,,Thread-Gruppe 1-6,text,true,,10461,448,30,30,null,48,0,0
946681206987,48,302,,Thread-Gruppe 1-6,,true,,669,294,30,30,null,48,0,0
946681207035,1281,200,,Thread-Gruppe 1-6,text,true,,9792,154,30,30,null,1281,0,0
946681207941,487,200,,Thread-Gruppe 1-4,text,true,,9118,150,30,30,null,487,0,0
946681207738,690,200,,Thread-Gruppe 1-1,text,true,,9118,150,30,30,null,476,0,0
946681206286,2360,200,,Thread-Gruppe 1-23,text,true,,156082,164,30,30,null,2142,0,0
946681207860,786,200,,Thread-Gruppe 1-7,text,true,,10250,402,30,30,null,156,0,0
946681207860,156,302,,Thread-Gruppe 1-7,,true,,1132,252,30,30,null,156,0,0
946681208016,630,200,,Thread-Gruppe 1-7,text,true,,9118,150,30,30,null,630,0,0
946681207864,896,200,,Thread-Gruppe 1-9,text,true,,10250,402,30,30,null,350,0,0
946681207864,350,302,,Thread-Gruppe 1-9,,true,,1132,252,30,30,null,350,0,0
946681208214,546,200,,Thread-Gruppe 1-9,text,true,,9118,150,30,30,null,546,0,0
946681206245,2541,200,,Thread-Gruppe 1-22,text,true,,109121,163,30,30,null,2401,0,0
946681207737,1091,200,,Thread-Gruppe 1-5,text,true,,10461,448,30,30,null,128,0,0
946681207737,128,302,,Thread-Gruppe 1-5,,true,,669,294,30,30,null,128,0,0
946681207865,963,200,,Thread-Gruppe 1-5,text,true,,9792,154,30,30,null,963,0,0
946681207867,963,200,,Thread-Gruppe 1-11,text,true,,9792,262,30,30,null,963,0,0
946681206077,2755,200,,Thread-Gruppe 1-14,text,true,,109809,164,30,30,null,2448,0,0
946681207868,966,200,,Thread-Gruppe 1-3,text,true,,10250,402,30,30,null,450,0,0
946681207868,450,302,,Thread-Gruppe 1-3,,true,,1132,252,30,30,null,450,0,0
946681208318,516,200,,Thread-Gruppe 1-3,text,true,,9118,150,30,30,null,508,0,0
946681206069,2979,200,,Thread-Gruppe 1-20,text,true,,107712,162,30,30,null,2849,0,0
946681206278,2771,200,,Thread-Gruppe 1-10,text,true,,109121,163,30,30,null,2375,0,0
946681207966,1159,200,,Thread-Gruppe 1-8,text,true,,10250,402,30,30,null,252,0,0
946681207966,252,302,,Thread-Gruppe 1-8,,true,,1132,252,30,30,null,252,0,0
946681208218,907,200,,Thread-Gruppe 1-8,text,true,,9118,150,30,30,null,907,0,0
946681208646,481,200,,Thread-Gruppe 1-7,text,true,,9118,150,30,30,null,481,0,0
946681208087,1046,200,,Thread-Gruppe 1-12,text,true,,9792,263,30,30,null,1042,0,0
946681206076,3095,200,,Thread-Gruppe 1-28,text,true,,107689,163,30,30,null,3049,0,0
946681207890,1354,200,,Thread-Gruppe 1-25,text,true,,9792,263,30,30,null,1354,0,0
946681208224,1138,200,,Thread-Gruppe 1-2,text,true,,10250,402,30,30,null,301,0,0
946681208646,717,200,,Thread-Gruppe 1-23,text,true,,9792,263,30,30,null,716,0,0
946681208224,301,302,,Thread-Gruppe 1-2,,true,,1132,252,30,30,null,301,0,0
946681208525,837,200,,Thread-Gruppe 1-2,text,true,,9118,150,30,30,null,397,0,0
946681208551,812,200,,Thread-Gruppe 1-4,text,true,,9921,428,30,30,null,209,0,0
946681208551,209,302,,Thread-Gruppe 1-4,,true,,803,278,30,30,null,209,0,0
946681208760,603,200,,Thread-Gruppe 1-4,text,true,,9118,150,30,30,null,603,0,0
946681208316,1103,200,,Thread-Gruppe 1-6,text,true,,10250,402,30,30,null,734,0,0
946681208316,734,302,,Thread-Gruppe 1-6,,true,,1132,252,30,30,null,734,0,0
946681209050,369,200,,Thread-Gruppe 1-6,text,true,,9118,150,30,30,null,369,0,0
946681208760,910,200,,Thread-Gruppe 1-9,text,true,,9118,150,30,30,null,762,0,0
946681209363,307,200,,Thread-Gruppe 1-2,text,true,,9118,150,30,30,null,307,0,0
946681208429,1241,200,,Thread-Gruppe 1-1,text,true,,9922,428,30,30,null,490,0,0
946681208429,490,302,,Thread-Gruppe 1-1,,true,,804,278,30,30,null,490,0,0
946681208919,751,200,,Thread-Gruppe 1-1,text,true,,9118,150,30,30,null,751,0,0
946681208830,841,200,,Thread-Gruppe 1-11,text,true,,10461,447,30,30,null,295,0,0
946681208830,295,302,,Thread-Gruppe 1-11,,true,,669,293,30,30,null,295,0,0
946681209125,546,200,,Thread-Gruppe 1-11,text,true,,9792,154,30,30,null,546,0,0
946681209125,548,200,,Thread-Gruppe 1-8,text,true,,9118,150,30,30,null,548,0,0
946681208828,876,200,,Thread-Gruppe 1-5,text,true,,10250,402,30,30,null,416,0,0
946681208828,416,302,,Thread-Gruppe 1-5,,true,,1132,252,30,30,null,416,0,0
946681209244,460,200,,Thread-Gruppe 1-5,text,true,,9118,150,30,30,null,460,0,0
946681209171,533,200,,Thread-Gruppe 1-28,text,true,,9792,262,30,30,null,533,0,0
946681209244,460,200,,Thread-Gruppe 1-25,text,true,,10461,448,30,30,null,118,0,0
946681209244,118,302,,Thread-Gruppe 1-25,,true,,669,294,30,30,null,118,0,0
946681209363,341,200,,Thread-Gruppe 1-25,text,true,,9792,154,30,30,null,341,0,0
946681209048,682,200,,Thread-Gruppe 1-20,text,true,,9792,261,30,30,null,682,0,0
946681209246,486,200,,Thread-Gruppe 1-7,text,true,,9921,428,30,30,null,189,0,0
946681209246,189,302,,Thread-Gruppe 1-7,,true,,803,278,30,30,null,189,0,0
946681209435,297,200,,Thread-Gruppe 1-7,text,true,,9118,150,30,30,null,297,0,0
946681208787,978,200,,Thread-Gruppe 1-22,text,true,,9792,262,30,30,null,945,0,0
946681209420,581,200,,Thread-Gruppe 1-6,text,true,,9118,150,30,30,null,581,0,0
946681208832,1410,200,,Thread-Gruppe 1-14,text,true,,9792,263,30,30,null,1410,0,0
946681208834,1421,200,,Thread-Gruppe 1-3,text,true,,9118,150,30,30,null,1421,0,0
946681209050,1205,200,,Thread-Gruppe 1-10,text,true,,9792,262,30,30,null,1205,0,0
946681209134,1173,200,,Thread-Gruppe 1-12,text,true,,10461,448,30,30,null,110,0,0
946681209134,110,302,,Thread-Gruppe 1-12,,true,,669,294,30,30,null,110,0,0
946681209244,1063,200,,Thread-Gruppe 1-12,text,true,,9792,154,30,30,null,1063,0,0
946681209363,945,200,,Thread-Gruppe 1-23,text,true,,10461,448,30,30,null,56,0,0
946681209363,56,302,,Thread-Gruppe 1-23,,true,,669,294,30,30,null,56,0,0
946681209419,889,200,,Thread-Gruppe 1-23,text,true,,9792,154,30,30,null,889,0,0
946681206785,3525,200,,Thread-Gruppe 1-13,text,true,,109821,164,30,30,null,2885,0,0
946681209704,1579,200,,Thread-Gruppe 1-5,text,true,,9118,150,30,30,null,1579,0,0
946681209671,1650,200,,Thread-Gruppe 1-11,text,true,,10250,402,30,30,null,571,0,0
946681209671,571,302,,Thread-Gruppe 1-11,,true,,1132,252,30,30,null,571,0,0
946681210242,1079,200,,Thread-Gruppe 1-11,text,true,,9118,150,30,30,null,1078,0,0
946681209727,1748,200,,Thread-Gruppe 1-8,text,true,,9921,428,30,30,null,518,0,0
946681209727,518,302,,Thread-Gruppe 1-8,,true,,803,278,30,30,null,518,0,0
946681210245,1230,200,,Thread-Gruppe 1-8,text,true,,9118,150,30,30,null,1230,0,0
946681209958,1519,200,,Thread-Gruppe 1-2,text,true,,9921,428,30,30,null,349,0,0
946681209958,349,302,,Thread-Gruppe 1-2,,true,,803,278,30,30,null,349,0,0
946681210307,1170,200,,Thread-Gruppe 1-2,text,true,,9118,150,30,30,null,1170,0,0
946681209670,1815,200,,Thread-Gruppe 1-1,text,true,,112658,176,30,30,null,1651,0,0
946681209670,1820,200,,Thread-Gruppe 1-9,text,true,,9921,428,30,30,null,638,0,0
946681209670,638,302,,Thread-Gruppe 1-9,,true,,803,278,30,30,null,638,0,0
946681210308,1182,200,,Thread-Gruppe 1-9,text,true,,9118,150,30,30,null,1182,0,0
946681209730,1761,200,,Thread-Gruppe 1-20,text,true,,10461,446,30,30,null,515,0,0
946681209730,515,302,,Thread-Gruppe 1-20,,true,,669,292,30,30,null,515,0,0
946681210245,1246,200,,Thread-Gruppe 1-20,text,true,,9792,154,30,30,null,1246,0,0
946681209765,1726,200,,Thread-Gruppe 1-22,text,true,,10461,447,30,30,null,103,0,0
946681209765,103,302,,Thread-Gruppe 1-22,,true,,669,293,30,30,null,103,0,0
946681209868,1623,200,,Thread-Gruppe 1-22,text,true,,9792,154,30,30,null,1622,0,0
946681209772,1719,200,,Thread-Gruppe 1-28,text,true,,10461,447,30,30,null,470,0,0
946681209772,470,302,,Thread-Gruppe 1-28,,true,,669,293,30,30,null,470,0,0
946681210242,1249,200,,Thread-Gruppe 1-28,text,true,,9792,154,30,30,null,1249,0,0
946681209844,1647,200,,Thread-Gruppe 1-25,text,true,,10250,402,30,30,null,463,0,0
946681209844,463,302,,Thread-Gruppe 1-25,,true,,1132,252,30,30,null,463,0,0
946681210308,1183,200,,Thread-Gruppe 1-25,text,true,,9118,150,30,30,null,1182,0,0
946681210310,1192,200,,Thread-Gruppe 1-13,text,true,,9792,263,30,30,null,1192,0,0
946681209846,1893,200,,Thread-Gruppe 1-7,text,true,,105228,176,30,30,null,1629,0,0
946681206902,4840,200,,Thread-Gruppe 1-30,text,true,,107971,164,30,30,null,2769,0,0
