timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
946681202583,3702,L1: RUN 1,200,,Thread-Gruppe 1-23,text,true,,151559,176,30,30,null,2062,0,0
946681205956,446,L1: RUN 1,200,,Thread-Gruppe 1-8,text,true,,106332,163,30,30,null,289,0,0
946681201124,5585,L1: RUN 1,200,,Thread-Gruppe 1-2,text,true,,126980,164,30,30,null,3523,0,0
946681202149,4636,L1: RUN 1,200,,Thread-Gruppe 1-13,text,true,,112658,176,30,30,null,2018,0,0
946681203414,3488,L1: RUN 1,200,,Thread-Gruppe 1-30,text,true,,105228,176,30,30,null,1881,0,0
946681203099,3803,L1: RUN 1,200,,Thread-Gruppe 1-21,text,true,,105228,176,30,30,null,2083,0,0
946681203281,3621,L1: RUN 1,200,,Thread-Gruppe 1-16,text,true,,97994,176,30,30,null,1901,0,0
946681203411,3503,L1: RUN 1,200,,Thread-Gruppe 1-27,text,true,,97994,176,30,30,null,1876,0,0
946681203281,3633,L1: RUN 1,200,,Thread-Gruppe 1-15,text,true,,105228,176,30,30,null,1911,0,0
946681206202,785,L1: RUN 1,200,,Thread-Gruppe 1-9,text,true,,9792,263,30,30,null,699,0,0
946681206066,921,L1: RUN 1,200,,Thread-Gruppe 1-6,text,true,,9792,263,30,30,null,921,0,0
946681203281,3707,L1: RUN 1,200,,Thread-Gruppe 1-24,text,true,,105228,176,30,30,null,1911,0,0
946681206190,800,L1: RUN 1,200,,Thread-Gruppe 1-7,text,true,,9792,263,30,30,null,797,0,0
946681206551,441,L1: RUN 1,200,,Thread-Gruppe 1-8,text,true,,9792,262,30,30,null,441,0,0
946681206168,824,L1: RUN 1,200,,Thread-Gruppe 1-1,text,true,,10461,448,30,30,null,116,0,0
946681206168,116,L1: RUN 1,302,,Thread-Gruppe 1-1,,true,,669,294,30,30,null,116,0,0
946681206284,708,L1: RUN 1,200,,Thread-Gruppe 1-1,text,true,,9792,154,30,30,null,708,0,0
946681206230,794,L1: RUN 1,200,,Thread-Gruppe 1-3,text,true,,9792,263,30,30,null,794,0,0
946681202877,4157,L1: RUN 1,200,,Thread-Gruppe 1-18,text,true,,112658,176,30,30,null,2785,0,0
946681204063,2980,L1: RUN 1,200,,Thread-Gruppe 1-19,text,true,,151559,176,30,30,null,2013,0,0
946681203281,3791,L1: RUN 1,200,,Thread-Gruppe 1-29,text,true,,123956,176,30,30,null,1902,0,0
946681203414,3745,L1: RUN 1,200,,Thread-Gruppe 1-26,text,true,,112658,176,30,30,null,1881,0,0
946681202877,4282,L1: RUN 1,200,,Thread-Gruppe 1-17,text,true,,151559,176,30,30,null,2272,0,0
946681206592,750,L1: RUN 1,200,,Thread-Gruppe 1-4,text,true,,10461,448,30,30,null,168,0,0
946681206592,168,L1: RUN 1,302,,Thread-Gruppe 1-4,,true,,669,294,30,30,null,168,0,0
946681206760,582,L1: RUN 1,200,,Thread-Gruppe 1-4,text,true,,9792,154,30,30,null,582,0,0
946681206708,916,L1: RUN 1,200,,Thread-Gruppe 1-2,text,true,,9792,263,30,30,null,916,0,0
946681206190,1547,L1: RUN 1,200,,Thread-Gruppe 1-5,text,true,,9792,263,30,30,null,1547,0,0
946681207342,395,L1: RUN 1,200,,Thread-Gruppe 1-4,text,true,,10250,402,30,30,null,243,0,0
946681207342,243,L1: RUN 1,302,,Thread-Gruppe 1-4,,true,,1132,252,30,30,null,243,0,0
946681207585,152,L1: RUN 1,200,,Thread-Gruppe 1-4,text,true,,9118,150,30,30,null,152,0,0
946681206992,745,L1: RUN 1,200,,Thread-Gruppe 1-1,text,true,,10250,402,30,30,null,350,0,0
946681206992,350,L1: RUN 1,302,,Thread-Gruppe 1-1,,true,,1132,252,30,30,null,350,0,0
946681207342,395,L1: RUN 1,200,,Thread-Gruppe 1-1,text,true,,9118,150,30,30,null,395,0,0
946681206990,870,L1: RUN 1,200,,Thread-Gruppe 1-7,text,true,,10461,448,30,30,null,352,0,0
946681206990,352,L1: RUN 1,302,,Thread-Gruppe 1-7,,true,,669,294,30,30,null,352,0,0
946681207342,518,L1: RUN 1,200,,Thread-Gruppe 1-7,text,true,,9792,154,30,30,null,518,0,0
946681206987,877,L1: RUN 1,200,,Thread-Gruppe 1-9,text,true,,10461,448,30,30,null,37,0,0
946681206987,37,L1: RUN 1,302,,Thread-Gruppe 1-9,,true,,669,294,30,30,null,37,0,0
946681207024,840,L1: RUN 1,200,,Thread-Gruppe 1-9,text,true,,9792,154,30,30,null,837,0,0
946681205998,1869,L1: RUN 1,200,,Thread-Gruppe 1-11,text,true,,109760,163,30,30,null,1728,0,0
946681207025,842,L1: RUN 1,200,,Thread-Gruppe 1-3,text,true,,10461,448,30,30,null,398,0,0
946681207025,398,L1: RUN 1,302,,Thread-Gruppe 1-3,,true,,669,294,30,30,null,398,0,0
946681207423,444,L1: RUN 1,200,,Thread-Gruppe 1-3,text,true,,9792,154,30,30,null,442,0,0
946681206058,1832,L1: RUN 1,200,,Thread-Gruppe 1-25,text,true,,127063,164,30,30,null,1794,0,0
946681207151,815,L1: RUN 1,200,,Thread-Gruppe 1-8,text,true,,10461,447,30,30,null,191,0,0
946681207151,191,L1: RUN 1,302,,Thread-Gruppe 1-8,,true,,669,293,30,30,null,191,0,0
946681207342,624,L1: RUN 1,200,,Thread-Gruppe 1-8,text,true,,9792,154,30,30,null,624,0,0
946681206076,2011,L1: RUN 1,200,,Thread-Gruppe 1-12,text,true,,155172,164,30,30,null,1979,0,0
946681207624,487,L1: RUN 1,200,,Thread-Gruppe 1-2,text,true,,10461,448,30,30,null,102,0,0
946681207624,102,L1: RUN 1,302,,Thread-Gruppe 1-2,,true,,669,294,30,30,null,102,0,0
946681207726,385,L1: RUN 1,200,,Thread-Gruppe 1-2,text,true,,9792,154,30,30,null,384,0,0
946681206987,1329,L1: RUN 1,200,,Thread-Gruppe 1-6,text,true,,10461,448,30,30,null,48,0,0
946681206987,48,L1: RUN 1,302,,Thread-Gruppe 1-6,,true,,669,294,30,30,null,48,0,0
946681207035,1281,L1: RUN 1,200,,Thread-Gruppe 1-6,text,true,,9792,154,30,30,null,1281,0,0
946681207941,487,L1: RUN 1,200,,Thread-Gruppe 1-4,text,true,,9118,150,30,30,null,487,0,0
946681207738,690,L1: RUN 1,200,,Thread-Gruppe 1-1,text,true,,9118,150,30,30,null,476,0,0
946681206286,2360,L1: RUN 1,200,,Thread-Gruppe 1-23,text,true,,156082,164,30,30,null,2142,0,0
946681207860,786,L1: RUN 1,200,,Thread-Gruppe 1-7,text,true,,10250,402,30,30,null,156,0,0
946681207860,156,L1: RUN 1,302,,Thread-Gruppe 1-7,,true,,1132,252,30,30,null,156,0,0
946681208016,630,L1: RUN 1,200,,Thread-Gruppe 1-7,text,true,,9118,150,30,30,null,630,0,0
946681207864,896,L1: RUN 1,200,,Thread-Gruppe 1-9,text,true,,10250,402,30,30,null,350,0,0
946681207864,350,L1: RUN 1,302,,Thread-Gruppe 1-9,,true,,1132,252,30,30,null,350,0,0
946681208214,546,L1: RUN 1,200,,Thread-Gruppe 1-9,text,true,,9118,150,30,30,null,546,0,0
946681206245,2541,L1: RUN 1,200,,Thread-Gruppe 1-22,text,true,,109121,163,30,30,null,2401,0,0
946681207737,1091,L1: RUN 1,200,,Thread-Gruppe 1-5,text,true,,10461,448,30,30,null,128,0,0
946681207737,128,L1: RUN 1,302,,Thread-Gruppe 1-5,,true,,669,294,30,30,null,128,0,0
946681207865,963,L1: RUN 1,200,,Thread-Gruppe 1-5,text,true,,9792,154,30,30,null,963,0,0
946681207867,963,L1: RUN 1,200,,Thread-Gruppe 1-11,text,true,,9792,262,30,30,null,963,0,0
946681206077,2755,L1: RUN 1,200,,Thread-Gruppe 1-14,text,true,,109809,164,30,30,null,2448,0,0
946681207868,966,L1: RUN 1,200,,Thread-Gruppe 1-3,text,true,,10250,402,30,30,null,450,0,0
946681207868,450,L1: RUN 1,302,,Thread-Gruppe 1-3,,true,,1132,252,30,30,null,450,0,0
946681208318,516,L1: RUN 1,200,,Thread-Gruppe 1-3,text,true,,9118,150,30,30,null,508,0,0
946681206069,2979,L1: RUN 1,200,,Thread-Gruppe 1-20,text,true,,107712,162,30,30,null,2849,0,0
946681206278,2771,L1: RUN 1,200,,Thread-Gruppe 1-10,text,true,,109121,163,30,30,null,2375,0,0
946681207966,1159,L1: RUN 1,200,,Thread-Gruppe 1-8,text,true,,10250,402,30,30,null,252,0,0
946681207966,252,L1: RUN 1,302,,Thread-Gruppe 1-8,,true,,1132,252,30,30,null,252,0,0
946681208218,907,L1: RUN 1,200,,Thread-Gruppe 1-8,text,true,,9118,150,30,30,null,907,0,0
946681208646,481,L1: RUN 1,200,,Thread-Gruppe 1-7,text,true,,9118,150,30,30,null,481,0,0
946681208087,1046,L1: RUN 1,200,,Thread-Gruppe 1-12,text,true,,9792,263,30,30,null,1042,0,0
946681206076,3095,L1: RUN 1,200,,Thread-Gruppe 1-28,text,true,,107689,163,30,30,null,3049,0,0
946681207890,1354,L1: RUN 1,200,,Thread-Gruppe 1-25,text,true,,9792,263,30,30,null,1354,0,0
946681208224,1138,L1: RUN 1,200,,Thread-Gruppe 1-2,text,true,,10250,402,30,30,null,301,0,0
946681208646,717,L1: RUN 1,200,,Thread-Gruppe 1-23,text,true,,9792,263,30,30,null,716,0,0
946681208224,301,L1: RUN 1,302,,Thread-Gruppe 1-2,,true,,1132,252,30,30,null,301,0,0
946681208525,837,L1: RUN 1,200,,Thread-Gruppe 1-2,text,true,,9118,150,30,30,null,397,0,0
946681208551,812,L1: RUN 1,200,,Thread-Gruppe 1-4,text,true,,9921,428,30,30,null,209,0,0
946681208551,209,L1: RUN 1,302,,Thread-Gruppe 1-4,,true,,803,278,30,30,null,209,0,0
946681208760,603,L1: RUN 1,200,,Thread-Gruppe 1-4,text,true,,9118,150,30,30,null,603,0,0
946681208316,1103,L1: RUN 1,200,,Thread-Gruppe 1-6,text,true,,10250,402,30,30,null,734,0,0
946681208316,734,L1: RUN 1,302,,Thread-Gruppe 1-6,,true,,1132,252,30,30,null,734,0,0
946681209050,369,L1: RUN 1,200,,Thread-Gruppe 1-6,text,true,,9118,150,30,30,null,369,0,0
