timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1776899293355,35,Home,200,,Thread-Gruppe 1-1,text,true,,9118,150,1,1,35,0,11
1776899293390,61,Login,200,,Thread-Gruppe 1-1,text,true,,9921,428,3,3,22,0,0
1776899293390,22,Login-0,302,,Thread-Gruppe 1-1,,true,,803,278,3,3,22,0,0
1776899293412,39,Login-1,200,,Thread-Gruppe 1-1,text,true,,9118,150,3,3,39,0,0
1776899293400,51,Home,200,,Thread-Gruppe 1-2,text,true,,9118,150,3,3,51,0,10
1776899293444,278,Home,200,,Thread-Gruppe 1-3,text,true,,9118,150,9,9,278,0,19
1776899293533,189,Home,200,,Thread-Gruppe 1-5,text,true,,9118,150,9,9,189,0,10
1776899293489,233,Home,200,,Thread-Gruppe 1-4,text,true,,9118,150,9,9,233,0,7
1776899293452,273,Login,200,,Thread-Gruppe 1-2,text,true,,9921,428,9,9,44,0,0
1776899293452,44,Login-0,302,,Thread-Gruppe 1-2,,true,,803,278,9,9,44,0,0
1776899293496,229,Login-1,200,,Thread-Gruppe 1-2,text,true,,9118,150,9,9,228,0,0
1776899293452,275,List Products,200,,Thread-Gruppe 1-1,text,true,,123956,176,9,9,162,0,0
1776899293578,254,Home,200,,Thread-Gruppe 1-6,text,true,,9118,150,11,11,254,0,36
1776899293668,241,Home,200,,Thread-Gruppe 1-8,text,true,,9118,150,13,13,241,0,8
1776899293624,285,Home,200,,Thread-Gruppe 1-7,text,true,,9118,150,13,13,285,0,14
1776899293714,287,Home,200,,Thread-Gruppe 1-9,text,true,,9118,150,15,15,286,0,17
1776899293805,202,Home,200,,Thread-Gruppe 1-11,text,true,,9118,150,15,15,202,0,30
1776899293761,338,Home,200,,Thread-Gruppe 1-10,text,true,,9118,150,17,17,338,0,9
1776899293893,308,Home,200,,Thread-Gruppe 1-13,text,true,,9118,150,19,19,308,0,17
1776899293849,352,Home,200,,Thread-Gruppe 1-12,text,true,,9118,150,19,19,352,0,12
1776899293938,264,Home,200,,Thread-Gruppe 1-14,text,true,,9118,150,19,19,264,0,15
1776899293722,488,Login,200,,Thread-Gruppe 1-5,text,true,,9921,428,20,20,187,0,0
1776899293722,187,Login-0,302,,Thread-Gruppe 1-5,,true,,803,278,20,20,187,0,0
1776899293909,301,Login-1,200,,Thread-Gruppe 1-5,text,true,,9118,150,20,20,301,0,0
1776899293722,488,Login,200,,Thread-Gruppe 1-3,text,true,,9921,428,20,20,187,0,0
1776899293722,187,Login-0,302,,Thread-Gruppe 1-3,,true,,803,278,20,20,187,0,0
1776899293909,301,Login-1,200,,Thread-Gruppe 1-3,text,true,,9118,150,20,20,292,0,0
1776899293725,610,List Products,200,,Thread-Gruppe 1-2,text,true,,105228,176,22,22,570,0,0
1776899293910,502,Login,200,,Thread-Gruppe 1-8,text,true,,9921,428,22,22,182,0,0
1776899293910,182,Login-0,302,,Thread-Gruppe 1-8,,true,,803,278,22,22,182,0,0
1776899294092,320,Login-1,200,,Thread-Gruppe 1-8,text,true,,9118,150,22,22,320,0,0
1776899293985,427,Home,200,,Thread-Gruppe 1-15,text,true,,9118,150,22,22,427,0,15
1776899294030,383,Home,200,,Thread-Gruppe 1-16,text,true,,9118,150,22,22,383,0,21
1776899294075,420,Home,200,,Thread-Gruppe 1-17,text,true,,9118,150,22,22,420,0,8
1776899293909,594,Login,200,,Thread-Gruppe 1-7,text,true,,9920,428,22,22,301,0,0
1776899293909,301,Login-0,302,,Thread-Gruppe 1-7,,true,,802,278,22,22,301,0,0
1776899294210,293,Login-1,200,,Thread-Gruppe 1-7,text,true,,9118,150,22,22,293,0,0
1776899294255,250,Home,200,,Thread-Gruppe 1-21,text,true,,9118,150,22,22,250,0,11
1776899293832,675,Login,200,,Thread-Gruppe 1-6,text,true,,9921,428,22,22,168,0,0
1776899293832,168,Login-0,302,,Thread-Gruppe 1-6,,true,,803,278,22,22,168,0,0
1776899294000,507,Login-1,200,,Thread-Gruppe 1-6,text,true,,9118,150,22,22,507,0,0
1776899293722,786,Login,200,,Thread-Gruppe 1-4,text,true,,9922,428,22,22,278,0,0
1776899293722,278,Login-0,302,,Thread-Gruppe 1-4,,true,,804,278,22,22,278,0,0
1776899294000,508,Login-1,200,,Thread-Gruppe 1-4,text,true,,9118,150,22,22,508,0,0
1776899294001,507,Login,200,,Thread-Gruppe 1-9,text,true,,9920,428,22,22,299,0,0
1776899294001,299,Login-0,302,,Thread-Gruppe 1-9,,true,,802,278,22,22,299,0,0
1776899294300,208,Login-1,200,,Thread-Gruppe 1-9,text,true,,9118,150,22,22,208,0,0
1776899294165,343,Home,200,,Thread-Gruppe 1-19,text,true,,9118,150,22,22,343,0,14
1776899294299,210,Home,200,,Thread-Gruppe 1-22,text,true,,9118,150,22,22,210,0,18
1776899294099,501,Login,200,,Thread-Gruppe 1-10,text,true,,9920,429,22,22,313,0,0
1776899294099,313,Login-0,302,,Thread-Gruppe 1-10,,true,,802,279,22,22,313,0,0
1776899294412,188,Login-1,200,,Thread-Gruppe 1-10,text,true,,9118,150,22,22,188,0,0
1776899294201,403,Login,200,,Thread-Gruppe 1-13,text,true,,9921,429,22,22,211,0,0
1776899294201,211,Login-0,302,,Thread-Gruppe 1-13,,true,,803,279,22,22,211,0,0
1776899294412,192,Login-1,200,,Thread-Gruppe 1-13,text,true,,9118,150,22,22,189,0,0
1776899294007,601,Login,200,,Thread-Gruppe 1-11,text,true,,9921,429,22,22,290,0,0
1776899294007,290,Login-0,302,,Thread-Gruppe 1-11,,true,,803,279,22,22,290,0,0
1776899294297,311,Login-1,200,,Thread-Gruppe 1-11,text,true,,9118,150,22,22,311,0,0
1776899294119,585,Home,200,,Thread-Gruppe 1-18,text,true,,9118,150,22,22,482,0,9
1776899294211,493,Home,200,,Thread-Gruppe 1-20,text,true,,9118,150,22,22,493,0,10
1776899294201,513,Login,200,,Thread-Gruppe 1-12,text,true,,9921,429,22,22,211,0,0
1776899294201,211,Login-0,302,,Thread-Gruppe 1-12,,true,,803,279,22,22,211,0,0
1776899294412,302,Login-1,200,,Thread-Gruppe 1-12,text,true,,9118,150,22,22,302,0,0
1776899294202,602,Login,200,,Thread-Gruppe 1-14,text,true,,9920,429,22,22,210,0,0
1776899294202,210,Login-0,302,,Thread-Gruppe 1-14,,true,,802,279,22,22,210,0,0
1776899294412,392,Login-1,200,,Thread-Gruppe 1-14,text,true,,9118,150,22,22,392,0,0
1776899294210,596,List Products,200,,Thread-Gruppe 1-5,text,true,,105228,176,22,22,495,0,0
1776899294412,532,List Products,200,,Thread-Gruppe 1-8,text,true,,123956,176,22,22,491,0,0
1776899294413,597,Login,200,,Thread-Gruppe 1-16,text,true,,9922,429,22,22,193,0,0
1776899294413,193,Login-0,302,,Thread-Gruppe 1-16,,true,,804,279,22,22,193,0,0
1776899294606,404,Login-1,200,,Thread-Gruppe 1-16,text,true,,9118,150,22,22,404,0,0
1776899294412,606,Login,200,,Thread-Gruppe 1-15,text,true,,9921,429,22,22,293,0,0
1776899294412,293,Login-0,302,,Thread-Gruppe 1-15,,true,,803,279,22,22,293,0,0
1776899294705,313,Login-1,200,,Thread-Gruppe 1-15,text,true,,9118,150,22,22,313,0,0
1776899294210,849,List Products,200,,Thread-Gruppe 1-3,text,true,,151559,176,22,22,800,0,0
1776899294608,508,List Products,200,,Thread-Gruppe 1-11,text,true,,123956,176,22,22,402,0,0
1776899294560,561,Login,200,,Thread-Gruppe 1-21,text,true,,9922,429,22,22,343,0,0
1776899294560,343,Login-0,302,,Thread-Gruppe 1-21,,true,,804,279,22,22,343,0,0
1776899294903,218,Login-1,200,,Thread-Gruppe 1-21,text,true,,9118,150,22,22,218,0,0
1776899294495,679,Login,200,,Thread-Gruppe 1-17,text,true,,9922,429,22,22,209,0,0
1776899294495,209,Login-0,302,,Thread-Gruppe 1-17,,true,,804,279,22,22,209,0,0
1776899294705,469,Login-1,200,,Thread-Gruppe 1-17,text,true,,9118,150,22,22,469,0,0
1776899294592,583,Login,200,,Thread-Gruppe 1-22,text,true,,9921,429,22,22,212,0,0
1776899294592,212,Login-0,302,,Thread-Gruppe 1-22,,true,,803,279,22,22,212,0,0
1776899294804,371,Login-1,200,,Thread-Gruppe 1-22,text,true,,9118,150,22,22,370,0,0
1776899294508,667,Login,200,,Thread-Gruppe 1-19,text,true,,9920,429,22,22,298,0,0
1776899294508,298,Login-0,302,,Thread-Gruppe 1-19,,true,,802,279,22,22,298,0,0
1776899294806,369,Login-1,200,,Thread-Gruppe 1-19,text,true,,9118,150,22,22,368,0,0
1776899294508,700,List Products,200,,Thread-Gruppe 1-9,text,true,,97994,176,22,22,505,0,0
1776899294601,611,List Products,200,,Thread-Gruppe 1-10,text,true,,105228,176,22,22,417,0,0
1776899294705,554,Login,200,,Thread-Gruppe 1-20,text,true,,9922,429,22,22,304,0,0
1776899294705,304,Login-0,302,,Thread-Gruppe 1-20,,true,,804,279,22,22,304,0,0
1776899295009,250,Login-1,200,,Thread-Gruppe 1-20,text,true,,9118,150,22,22,250,0,0
1776899294705,554,Login,200,,Thread-Gruppe 1-18,text,true,,9922,429,22,22,304,0,0
1776899294705,304,Login-0,302,,Thread-Gruppe 1-18,,true,,804,279,22,22,304,0,0
1776899295009,250,Login-1,200,,Thread-Gruppe 1-18,text,true,,9118,150,22,22,250,0,0
1776899293727,1567,Look at Product,200,,Thread-Gruppe 1-1,text,true,,122844,164,22,22,1447,0,0
1776899294503,791,List Products,200,,Thread-Gruppe 1-7,text,true,,97994,176,22,22,637,0,0
1776899294508,786,List Products,200,,Thread-Gruppe 1-4,text,true,,97994,176,22,22,634,0,0
1776899294604,721,List Products,200,,Thread-Gruppe 1-13,text,true,,105228,176,22,22,571,0,0
1776899294714,639,List Products,200,,Thread-Gruppe 1-12,text,true,,112658,176,22,22,542,0,0
1776899294508,845,List Products,200,,Thread-Gruppe 1-6,text,true,,123956,176,22,22,748,0,0
1776899294804,621,List Products,200,,Thread-Gruppe 1-14,text,true,,151559,176,22,22,517,0,0
1776899294335,1212,Look at Product,200,,Thread-Gruppe 1-2,text,true,,103366,164,22,22,1190,0,0
1776899295121,471,List Products,200,,Thread-Gruppe 1-21,text,true,,112658,176,22,22,404,0,0
1776899295018,621,List Products,200,,Thread-Gruppe 1-15,text,true,,123956,176,22,22,517,0,0
1776899295010,658,List Products,200,,Thread-Gruppe 1-16,text,true,,123956,176,22,22,528,0,0
1776899295295,440,Add Product to Cart,200,,Thread-Gruppe 1-1,text,true,,9792,263,22,22,438,0,0
1776899295547,188,Add Product to Cart,200,,Thread-Gruppe 1-2,text,true,,9792,263,22,22,186,0,0
1776899295259,476,List Products,200,,Thread-Gruppe 1-18,text,true,,97994,176,22,22,371,0,0
1776899295259,498,List Products,200,,Thread-Gruppe 1-20,text,true,,151559,176,22,22,371,0,0
1776899295174,587,List Products,200,,Thread-Gruppe 1-17,text,true,,123956,176,22,22,456,0,0
